A1,A2,A3,A4,A5,ranking,a,b,c,d,e
0.7155739999999999,-0.20484000000000002,-0.44114,1.832048,-0.75972,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.727191,-0.325694,-0.44114,1.765166,-0.742237,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.692339,-0.27076100000000003,-0.212233,1.832048,-0.576146,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.7039569999999999,-0.28174699999999997,-0.34957699999999997,1.876636,-0.619854,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.727191,-0.182866,-0.303796,1.876636,-0.733495,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.750426,-0.105959,-0.258015,1.965812,-0.576146,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.727191,-0.127932,-0.303796,2.010399,-0.5236970000000001,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.657487,-0.160893,-0.44114,1.9881060000000002,-0.497472,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.622635,-0.14990599999999998,-0.395359,1.9881060000000002,-0.479988,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.5877829999999999,-0.094972,-0.12067,1.9881060000000002,-0.44502200000000003,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.5994010000000001,-0.193853,-0.166452,1.9212240000000003,-0.44502200000000003,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.6691050000000001,-0.17188,-0.34957699999999997,1.965812,-0.366347,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.7039569999999999,-0.14990599999999998,-0.303796,2.010399,-0.27019,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.7155739999999999,-0.018065,-0.258015,2.077281,-0.16529000000000002,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.7155739999999999,0.014896000000000001,-0.303796,2.054987,-0.09535700000000001,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.7155739999999999,-0.018065,-0.258015,2.121869,-0.156549,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.680722,0.003909,-0.12067,2.121869,-0.130324,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.6458699999999999,0.003909,-0.074889,2.389397,-0.130324,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.5413140000000001,0.036869,0.016674,2.590043,-0.252706,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.49484399999999995,0.047856,0.1998,2.500867,-0.366347,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.5413140000000001,0.014896000000000001,0.10823699999999999,2.433985,-0.549921,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.5529310000000001,0.047856,0.15401800000000002,2.166457,-0.698529,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.5645479999999999,0.047856,0.15401800000000002,2.344809,-0.654821,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.5296960000000001,-0.051025,0.15401800000000002,2.1441630000000003,-0.479988,b>a>c>d>e,1.0,0.0,2.0,3.0,4.0
0.5994010000000001,-0.083985,0.245581,2.077281,-0.41005600000000003,b>a>c>d>e,1.0,0.0,2.0,3.0,4.0
0.796896,0.05884299999999999,0.38292600000000004,2.121869,-0.27019,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.7852779999999999,0.091803,0.38292600000000004,2.188751,-0.261448,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.680722,0.003909,0.29136300000000004,2.032693,-0.313898,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.7039569999999999,0.003909,0.29136300000000004,2.032693,-0.462505,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.7039569999999999,-0.029051,0.29136300000000004,1.832048,-0.479988,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.7736609999999999,-0.040038,0.245581,2.188751,-0.506213,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.796896,-0.018065,0.29136300000000004,2.010399,-0.497472,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.8201299999999999,0.003909,0.337144,2.010399,-0.532438,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.7852779999999999,0.014896000000000001,0.38292600000000004,2.032693,-0.567405,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.750426,0.014896000000000001,0.38292600000000004,2.077281,-0.5236970000000001,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.7736609999999999,0.025883,0.47448900000000005,2.054987,-0.619854,b>c>a>d>e,2.0,0.0,1.0,3.0,4.0
0.8201299999999999,0.025883,0.337144,2.1441630000000003,-0.724754,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.889834,0.05884299999999999,0.337144,2.166457,-0.716012,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.7736609999999999,0.025883,0.10823699999999999,2.233339,-0.8471360000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.692339,0.025883,-0.212233,2.099575,-0.672304,b>a>c>d>e,1.0,0.0,2.0,3.0,4.0
0.738809,0.24561799999999998,0.10823699999999999,2.3671029999999997,-0.375089,b>a>c>d>e,1.0,0.0,2.0,3.0,4.0
0.9595389999999999,0.014896000000000001,0.245581,2.166457,-0.479988,b>a>c>e>d,1.0,0.0,2.0,4.0,3.0
0.994391,-0.13891900000000001,0.15401800000000002,2.211045,-0.681046,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.994391,-0.13891900000000001,0.10823699999999999,2.255633,-0.532438,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.006008,-0.193853,0.10823699999999999,1.854342,-0.681046,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.0292430000000001,-0.336681,0.062456,1.631402,-0.689787,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.133799,-0.215827,0.062456,1.475344,-0.44502200000000003,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.122182,-0.259774,-0.12067,1.408462,-0.392572,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.098947,-0.127932,-0.12067,1.319287,-0.366347,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.087329,-0.127932,-0.074889,1.34158,-0.340123,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.168651,-0.13891900000000001,-0.029107,1.252405,-0.331381,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.319677,-0.160893,0.15401800000000002,1.386168,-0.21774000000000002,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.342911,-0.14990599999999998,0.10823699999999999,1.542226,-0.077874,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.284824,-0.14990599999999998,0.15401800000000002,1.475344,-0.208998,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.2267379999999999,-0.182866,0.062456,1.296993,-0.331381,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.122182,-0.24878699999999998,0.15401800000000002,1.140935,-0.471247,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.1105639999999999,-0.24878699999999998,0.10823699999999999,1.1855229999999999,-0.42753900000000006,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.994391,-0.28174699999999997,0.10823699999999999,1.096347,-0.375089,b>c>e>a>d,3.0,0.0,1.0,4.0,2.0
1.0292430000000001,-0.380628,0.245581,1.230111,-0.401314,b>c>e>d>a,4.0,0.0,1.0,3.0,2.0
1.064095,-0.303721,0.29136300000000004,1.163229,-0.348864,b>c>e>a>d,3.0,0.0,1.0,4.0,2.0
1.0292430000000001,-0.24878699999999998,0.38292600000000004,1.363874,-0.22648200000000002,b>c>e>d>a,4.0,0.0,1.0,3.0,2.0
1.122182,-0.28174699999999997,0.38292600000000004,1.386168,-0.156549,b>c>e>a>d,3.0,0.0,1.0,4.0,2.0
1.098947,-0.27076100000000003,0.42870699999999995,1.319287,-0.22648200000000002,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
1.098947,-0.193853,0.52027,1.319287,-0.261448,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.145416,0.14673699999999998,0.38292600000000004,1.274699,-0.121582,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.203503,0.48732700000000007,0.38292600000000004,1.274699,-0.09535700000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.180268,0.421407,0.47448900000000005,1.408462,0.079475,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.1570340000000001,0.20167100000000002,0.245581,1.230111,0.070733,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.191886,0.21265799999999999,0.337144,0.984877,0.263049,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
1.180268,0.234631,0.337144,0.984877,0.263049,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
1.133799,0.267592,0.42870699999999995,0.962583,0.131925,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
1.0292430000000001,0.267592,0.29136300000000004,0.739643,0.000801,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
